"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"2021","2","A","골목상권","2110864","신림우방아파트","247","2222","573","55","3","3","473","1535","624","222","1","1","0","52","165668534"
"2021","2","A","골목상권","2110865","남강고등학교(남강중학교)","645","6084","946","46","6","1","2007","3912","773","369","22","0","0","50","131334853"
"2021","2","A","골목상권","2110866","난우중학교","266","2659","560","87","1","0","582","1805","568","296","56","0","0","50","144909969"
"2021","2","A","골목상권","2110867","국제신학대학원대학교(남서울중학교)","201","1725","291","10","3","2","479","1102","439","11","0","0","0","48","155155441"
"2021","2","A","골목상권","2110868","남부초등학교","230","2074","411","6","5","2","691","1347","435","24","1","0","0","49","157798547"
"2021","2","A","골목상권","2110869","신림역 5번(신림동주민센터 신림동별빛거리)","302","3250","536","28","48","246","1154","1809","635","168","50","60","232","45","158126460"
"2021","2","A","골목상권","2110870","신림주공2단지(광신고등학교)","26","2034","941","428","0","0","847","786","903","867","0","0","0","61","202142675"
"2021","2","A","골목상권","2110871","신원동주민센터","158","1768","334","57","3","4","533","839","248","380","162","0","4","46","140028508"
"2021","2","A","골목상권","2110872","신림초등학교","286","2720","516","122","1","0","1267","1104","205","573","210","0","0","45","113568623"
"2021","2","A","골목상권","2110873","당곡중학교","403","3260","1777","218","90","131","640","2562","855","373","828","113","105","54","166731972"
"2021","2","A","골목상권","2110874","원신초등학교(구세군관악영문교회)","132","2040","724","40","13","1","828","965","600","423","2","0","0","59","180255733"
"2021","2","A","골목상권","2110875","보라매동주민센터(당곡고등학교)","303","2547","674","22","1","2","729","2010","498","7","2","0","0","51","150320818"
"2021","2","A","골목상권","2110876","서원동주민센터(신관중학교)","323","2784","1004","55","1","4","986","1646","327","721","164","0","4","51","136899435"
"2021","2","A","골목상권","2110877","신림역 8번","353","3216","758","70","2","6","1016","2024","671","243","94","0","4","48","151729457"
"2021","2","A","골목상권","2110878","미림여고","126","1157","636","30","12","1","225","894","475","239","3","0","0","57","157355985"
"2021","2","A","골목상권","2110879","신림현대아파트","286","2594","861","610","2","0","1041","1228","559","685","554","0","0","52","127010740"
"2021","2","A","골목상권","2110880","신림역 1번","174","1796","521","53","1","4","555","1017","390","317","92","0","4","48","156354364"
"2021","2","A","골목상권","2110881","구립대학경로당(관악산샘말공원)","187","1797","1612","39","2","1","400","1084","1333","489","145","0","0","58","162806836"
"2021","2","A","골목상권","2110882","신성초등학교","250","2438","541","525","2","0","785","1289","543","461","428","0","0","51","130283279"
"2021","2","A","골목상권","2110883","은천초등학교(은천교앞)","495","4024","947","46","21","2","1068","3084","651","101","136","0","0","52","143179057"
"2021","2","A","골목상권","2110884","봉천역 4번(봉천110안전센터)","205","1979","1045","242","20","0","397","1080","354","408","867","180","0","55","173568018"
"2021","2","A","골목상권","2110885","영락고등학교","343","2644","674","358","4","0","955","1874","422","151","278","0","0","52","130711669"
"2021","2","A","골목상권","2110886","관악해태어린이공원","176","1462","254","20","2","0","645","834","183","76","0","0","0","50","121775558"
"2021","2","A","골목상권","2110887","서울산업정보학교(서울삼성초등학교)","61","969","848","42","0","0","173","318","548","579","233","8","0","56","186442128"
"2021","2","A","골목상권","2110888","청룡동주민센터","251","1894","808","78","3","0","388","1445","444","199","170","137","0","55","168033268"
"2021","2","A","골목상권","2110889","봉천역 6번","168","2270","1098","557","26","0","350","902","316","808","1395","180","0","58","206394996"
"2021","2","A","골목상권","2110890","봉천역 1번(관악초등학교)","175","1921","502","78","1","0","518","1174","328","174","171","137","0","51","174876485"
"2021","2","A","골목상권","2110891","구암초등학교","186","2708","2263","1194","4","0","39","630","383","2156","2820","141","0","63","263518173"
"2021","2","A","골목상권","2110892","관악구 중앙길","443","4578","1886","689","10","2","765","2839","948","863","1607","141","2","54","183579109"
"2021","2","A","골목상권","2110893","관악소방서(문영여고)","65","646","536","156","6","1","84","312","273","430","138","108","0","66","222774822"
"2021","2","A","골목상권","2110894","관악동부센트레빌아파트(은천로35라길)","222","2028","2052","1183","0","0","241","1098","340","834","2585","165","0","59","212242860"
"2021","2","A","골목상권","2110895","샤로수길","249","2739","1147","323","7","1","544","1782","658","792","274","165","2","56","186546009"
"2021","2","A","골목상권","2110896","관악우성아파트","98","1261","1492","539","0","0","131","470","188","732","1687","84","0","58","214056878"
"2021","2","A","골목상권","2110897","서울대입구역 8번","261","2373","1436","302","0","2","420","1472","430","603","904","262","22","52","174135479"
"2021","2","A","골목상권","2110898","청림동주민센터(상도중학교)","132","2216","2408","1364","5","0","132","701","300","1876","2876","108","0","68","261794825"
"2021","2","A","골목상권","2110899","낙성대역 5번(관악중학교)","187","1452","561","215","6","0","353","1016","237","176","131","285","36","52","161638237"
"2021","2","A","골목상권","2110900","낙성대역 1번(관악구민 종합체육센터)","405","3070","1064","114","95","0","560","2234","669","486","337","57","0","55","155327276"
"2021","2","A","골목상권","2110901","인헌고등학교(인헌중학교)","545","3829","1721","107","91","0","640","2866","1001","769","458","14","0","56","161885376"
"2021","2","A","골목상권","2110902","사당역 4번","655","4198","3153","538","165","15","608","2190","2626","1027","843","108","667","62","236191978"
"2021","2","A","골목상권","2110903","방배아이파크아파트","315","1914","1305","711","247","213","42","469","940","575","167","67","2130","62","381374766"
"2021","2","A","골목상권","2110904","이수역 5번","247","1780","1081","344","147","63","25","275","782","318","299","212","1504","61","478875073"
"2021","2","A","골목상권","2110905","방배노인종합복지관(이수중학교)","308","1423","1052","238","162","31","17","311","449","402","319","269","1139","61","464525762"
"2021","2","A","골목상권","2110906","서문여고","335","2239","1024","413","259","5","6","451","945","627","219","119","1573","57","388733394"
"2021","2","A","골목상권","2110907","방배초등학교","433","3230","1438","391","221","54","15","621","1493","720","413","214","1858","58","422819801"
"2021","2","A","골목상권","2110908","구반포역","77","43","1213","618","728","60","0","9","32","2","0","1","2618","106","2477452381"
"2021","2","A","골목상권","2110909","남태령역(서울전자고등학교)","10","40","16","1","1","0","0","1","11","28","11","6","1","67","383569444"
"2021","2","A","골목상권","2110910","내방역 5번","404","2534","916","155","26","24","11","689","1139","728","300","293","495","55","367477473"
"2021","2","A","골목상권","2110911","방배배수지체육공원","126","574","559","644","207","35","55","67","150","233","235","191","1088","77","484441244"
"2021","2","A","골목상권","2110912","방배동사이길","172","718","593","548","339","993","3","142","335","264","106","81","2260","113","784149068"
"2021","2","A","골목상권","2110913","방현초등학교(방배119안전센터)","399","1835","1223","501","265","124","8","213","578","782","480","429","1458","64","434846492"
"2021","2","A","골목상권","2110914","내방역 6번","273","1773","624","151","40","60","11","536","760","420","200","254","467","57","376624120"
"2021","2","A","골목상권","2110915","서래초등학교","312","598","625","822","528","2024","4","139","212","210","218","130","3684","145","955685771"
"2021","2","A","골목상권","2110916","내방역 4번","535","3480","1502","262","33","26","38","1176","1512","1039","420","211","907","55","346693523"
"2021","2","A","골목상권","2110917","서초소방서","192","270","421","231","238","1110","3","74","156","170","102","54","1711","145","958605291"
"2021","2","A","골목상권","2110918","방배역 3번","404","2433","1429","274","44","86","31","683","955","850","396","227","1124","60","395082913"
"2021","2","A","골목상권","2110919","내방역 8번","345","1133","636","378","529","1362","8","369","344","336","329","302","2350","114","726001806"
"2021","2","A","골목상권","2110920","방배역 2번(백석예술대학교)","151","815","603","202","146","128","6","187","336","264","166","100","835","66","425212916"
"2021","2","A","골목상권","2110921","서울프랑스학교","218","254","479","187","420","912","5","64","150","196","123","146","1568","150","898639262"
"2021","2","A","골목상권","2110922","내방역 1번","243","1571","847","326","400","329","11","582","569","423","248","98","1542","71","497620037"
"2021","2","A","골목상권","2110923","방배역 1번","63","434","562","391","357","277","0","49","128","96","58","68","1622","104","680120248"
"2021","2","A","골목상권","2110924","반포4동주민센터(몽마르뜨공원)","259","785","827","369","642","577","23","181","291","281","198","198","2028","116","645706558"
"2021","2","A","골목상권","2110925","서초중학교","202","1060","498","711","277","265","24","410","403","354","231","161","1228","88","535876471"
"2021","2","A","골목상권","2110926","신중초등학교","209","1152","576","830","467","446","25","356","477","463","268","243","1639","85","461437666"
"2021","2","A","골목상권","2110927","잠원역","81","1939","3427","1000","965","44","1","77","7","18","4","30","7238","92","1394048890"
"2021","2","A","골목상권","2110928","서초우방유쉘아파트","64","1157","137","130","84","152","8","476","544","139","130","45","318","77","419535465"
"2021","2","A","골목상권","2110929","남부터미널역 1번","161","1505","1684","723","430","328","14","249","733","359","201","265","2849","84","518122877"
"2021","2","A","골목상권","2110930","서초동성당","111","951","2029","938","303","246","13","209","390","152","144","299","3260","87","581929952"
"2021","2","A","골목상권","2110931","삼성전자서울R&D(서울우면초등학교)","31","158","130","35","19","12","0","12","41","55","40","34","172","83","580619378"
"2021","2","A","골목상권","2110932","서울시인재개발원","88","513","795","132","321","136","33","205","232","136","24","25","1242","74","447993015"
"2021","2","A","골목상권","2110933","한국상담대학원대학교","102","644","961","218","79","158","10","225","305","178","50","61","1231","79","462791374"
"2021","2","A","골목상권","2110934","우면주공아파트","100","1889","471","478","45","3","13","1153","190","96","49","499","886","72","402357744"
"2021","2","A","골목상권","2110935","한전아트센터","62","390","969","245","156","91","1","150","176","77","55","87","1305","79","513314105"
"2021","2","A","골목상권","2110936","더케이호텔(양재리본타워2단지아파트)","22","338","189","59","21","14","3","81","37","58","238","26","178","84","361990763"
"2021","2","A","골목상권","2110937","방아다리근린공원(횃불트리니티신학대학원대학교)","91","570","118","3","14","198","14","248","232","151","41","4","213","117","678808367"
"2021","2","A","골목상권","2110938","바우뫼공원","62","470","199","30","18","151","10","131","161","84","178","26","278","118","626539974"
"2021","2","A","골목상권","2110939","양재역 8번(양재동우체국)","278","2055","1030","457","123","197","99","864","793","591","296","142","1077","73","389377986"
"2021","2","A","골목상권","2110940","양재근린공원(양재2동주민센터)","106","898","237","8","16","0","11","468","344","199","107","11","19","53","267926394"
"2021","2","A","골목상권","2110941","언남고등학교","127","1103","281","10","26","0","12","518","486","241","120","25","18","52","267498265"
"2021","2","A","골목상권","2110942","염곡동 구룡사(포이동성당)","429","3315","1093","96","94","28","51","1475","1551","1027","330","88","104","56","277493744"
"2021","2","A","골목상권","2110943","법제교육센터(버들어린이공원)","317","2692","766","52","58","10","59","1141","1295","751","219","52","61","54","273049649"
"2021","2","A","골목상권","2110944","서울나래학교(염곡어린이공원)","3","9","2","0","0","7","0","1","4","4","0","2","7","156","975844444"
"2021","2","A","골목상권","2110945","본마을노인복지센터(서초구립내곡도서관)","9","958","540","309","4","2","0","0","0","149","81","253","1330","79","765019330"
"2021","2","A","골목상권","2110946","청계산원터골","4","257","32","0","0","0","0","67","25","6","1","116","74","59","588772538"
"2021","2","A","골목상권","2110947","청계산입구역 2번(내곡동주민센터)","8","1097","335","112","0","0","0","67","25","155","77","369","851","65","661755418"
"2021","2","A","골목상권","2110949","한남IC","78","429","807","505","595","70","3","253","145","89","27","59","1830","84","808005128"
"2021","2","A","골목상권","2110950","논현역 7번","130","1249","363","244","107","225","15","357","523","102","89","318","784","102","627308059"
"2021","2","A","골목상권","2110951","신사은행나무공원","107","776","205","85","45","11","4","376","333","123","86","62","138","56","306060887"
"2021","2","A","골목상권","2110952","논현목련공원","176","1890","231","63","37","100","3","769","1030","125","132","94","168","61","341504992"
"2021","2","A","골목상권","2110953","학동근린공원","161","1309","358","162","101","222","14","413","699","144","92","185","605","91","560347683"
"2021","2","A","골목상권","2110954","국기원","51","516","129","39","31","18","2","257","226","52","39","53","104","75","374810408"
"2021","2","A","골목상권","2110955","논현초등학교","414","4194","653","230","90","72","33","2233","1792","350","260","143","428","53","285881399"
"2021","2","A","골목상권","2110956","언주역 8번","177","1665","372","124","50","23","16","966","630","170","94","99","259","57","299313956"
"2021","2","A","골목상권","2110957","언북중학교","91","871","209","85","59","46","8","208","570","149","34","61","240","77","471598207"
"2021","2","A","골목상권","2110958","역삼역 4번","122","1289","190","74","37","22","15","688","525","150","85","82","67","62","311189597"
"2021","2","A","골목상권","2110959","신구중학교","59","245","164","57","100","216","6","77","67","50","26","69","487","109","937584537"
"2021","2","A","골목상권","2110960","은광여고","95","1085","711","139","49","107","43","591","395","103","172","51","736","66","383110799"
"2021","2","A","골목상권","2110961","언주역 3번","192","1893","725","354","123","131","12","850","911","200","161","60","1032","69","453581780"
"2021","2","A","골목상권","2110962","도산공원북측","24","222","212","66","25","106","5","27","50","21","12","79","437","90","768309481"
"2021","2","A","골목상권","2110963","역삼월드메르디앙아파트","192","1902","885","275","395","123","37","762","886","325","220","154","1196","60","354175489"
"2021","2","A","골목상권","2110964","싸리고개근린공원","96","666","1891","740","243","218","14","242","162","141","110","88","3001","84","636360278"
"2021","2","A","골목상권","2110965","언주역 6번","223","2249","491","246","15","11","34","1198","860","292","124","64","440","50","284624553"
"2021","2","A","골목상권","2110966","논현2동주민센터","109","752","1231","355","112","56","16","211","285","150","163","126","1555","64","468850279"
"2021","2","A","골목상권","2110967","역삼역 8번","202","2082","256","132","16","7","33","1152","753","316","120","63","56","48","251809258"
"2021","2","A","골목상권","2110968","강남구청역 2번","165","1104","608","337","193","317","5","354","530","221","113","61","1275","77","607924253"
"2021","2","A","골목상권","2110969","베르사이유1아파트","139","2213","582","230","16","71","15","906","893","206","275","85","732","56","338395338"
"2021","2","A","골목상권","2110970","학동초등학교","224","1893","787","353","136","140","19","717","836","283","201","86","1167","64","424879396"
"2021","2","A","골목상권","2110971","선정릉역 4번","338","3412","660","403","27","41","69","1572","1437","398","281","110","676","51","299674325"
"2021","2","A","골목상권","2110972","강남세브란스병원미래의학연구센터","217","2099","773","527","141","38","35","789","666","453","255","157","1223","57","372179936"
"2021","2","A","골목상권","2110973","강남구청역 4번","169","1642","1533","924","379","102","23","436","341","218","132","70","3360","73","633426826"
"2021","2","A","골목상권","2110974","언주중학교","229","1607","701","620","382","220","10","746","618","249","121","53","1733","66","487919090"
"2021","2","A","골목상권","2110975","매봉역 1번","78","586","850","161","125","289","30","60","56","45","36","46","1738","110","961610488"
"2021","2","A","골목상권","2110976","언북초등학교","137","1183","850","608","244","26","20","319","263","382","166","109","1652","72","582183165"
"2021","2","A","골목상권","2110977","논현로18길","205","1573","415","26","48","10","59","572","751","544","58","31","57","55","273268343"
"2021","2","A","골목상권","2110978","도곡2동주민센터(대치중학교)","76","460","515","16","361","58","7","110","199","130","52","32","880","75","596628517"
"2021","2","A","골목상권","2110979","청담초등학교","90","168","102","240","284","619","0","4","104","37","32","20","1216","156","1560581629"
"2021","2","A","골목상권","2110980","개포지구대옆","219","1542","389","28","286","163","46","543","742","468","95","23","491","59","345315608"
"2021","2","A","골목상권","2110981","국악고교사거리","313","2535","630","36","3","4","80","955","1219","766","128","52","8","52","262240044"
"2021","2","A","골목상권","2110982","강남구보훈회관","134","1485","2054","306","186","134","16","403","250","126","55","42","3273","68","732864870"
"2021","2","A","골목상권","2110983","국립국악고등학교","242","1756","467","35","40","59","46","635","818","629","91","34","104","55","281893748"
"2021","2","A","골목상권","2110984","포이초등학교(개포목련어린이공원)","251","1969","686","44","16","19","51","769","883","633","148","51","199","55","285994722"
"2021","2","A","골목상권","2110985","청담근린공원","88","412","284","721","247","439","0","22","93","95","59","48","1786","110","1199900184"
"2021","2","A","골목상권","2110986","삼성중앙역 7번","154","1359","718","282","164","37","24","672","326","205","83","49","1201","58","389207408"
"2021","2","A","골목상권","2110987","영동대교남단","84","529","444","505","222","206","0","52","159","79","60","38","1518","103","1059813143"
"2021","2","A","골목상권","2110988","청담역 3번","63","320","572","352","456","530","2","38","98","34","12","42","2004","116","1243816498"
"2021","2","A","골목상권","2110989","대치동아우편취급국","278","3378","554","175","200","148","21","1277","1407","571","459","106","614","51","322722330"
"2021","2","A","골목상권","2110990","청담역 12번","39","98","198","248","259","321","0","8","46","27","8","18","1017","120","1377985876"
"2021","2","A","골목상권","2110991","삼성중앙역 5번","46","353","416","86","147","6","5","207","101","54","34","13","594","62","520508293"
"2021","2","A","골목상권","2110992","도곡초등학교","464","3683","1939","490","333","27","26","1345","1158","660","378","192","2713","57","417875622"
"2021","2","A","골목상권","2110993","개포지하차도 북측","25","4389","262","0","0","1","4","35","43","14","4","0","4552","56","1115937611"
"2021","2","A","골목상권","2110994","개포고등학교","71","722","678","63","187","2","2","93","116","60","31","3","1347","64","606983270"
"2021","2","A","골목상권","2110995","봉은사역 4번","147","601","1239","953","483","429","1","66","113","64","91","75","3295","93","1004910290"
"2021","2","A","골목상권","2110996","대치2동주민센터","212","1260","2384","950","16","62","5","212","342","182","162","110","3659","74","763226744"
"2021","2","A","골목상권","2110997","대청초등학교","203","2784","940","488","25","3","1","198","1025","630","445","202","1739","57","427543953"
"2021","2","A","골목상권","2110998","은곡마을(은곡마을공원)","47","1476","1425","143","0","0","0","0","25","167","335","328","2189","73","706791939"
"2021","2","A","골목상권","2110999","윗방죽마을공원","30","1212","1019","55","0","0","0","1","26","67","257","303","1632","67","586816294"
"2021","2","A","골목상권","2111000","대왕초등학교(세곡동사거리서남측)","12","757","217","0","0","0","0","0","19","62","225","295","373","62","556203708"
"2021","2","A","골목상권","2111001","아래방죽마을공원(율현초등학교)","18","1152","319","87","0","0","0","1","20","250","168","96","1023","67","622441677"
"2021","2","A","골목상권","2111003","삼전역 4번","890","6828","2185","521","686","74","559","3933","2499","818","161","44","2280","50","245779114"
"2021","2","A","골목상권","2111004","삼전역 1번","969","8455","3285","368","458","146","603","4605","2614","884","153","61","3792","47","259046870"
"2021","2","A","골목상권","2111005","삼전역 3번","923","7242","1990","212","41","2","649","4337","2620","822","158","150","751","49","209496298"
"2021","2","A","골목상권","2111006","석촌고분역 1번","910","8038","2114","546","324","2","726","4724","2359","772","139","14","2290","48","230617822"
"2021","2","A","골목상권","2111007","석촌고분역 4번","880","6667","1268","133","24","1","593","3887","2591","760","120","139","3","49","204662526"
"2021","2","A","골목상권","2111008","석촌고분역 3번","889","6662","1312","133","20","0","432","3560","2932","942","162","35","64","49","216345961"
"2021","2","A","골목상권","2111009","송파책박물관","359","2558","684","35","11","0","105","1201","1415","478","74","15","0","51","227660099"
"2021","2","A","골목상권","2111010","석촌역 7번","871","7065","1408","328","287","7","614","4077","2418","758","244","49","935","48","222002912"
"2021","2","A","골목상권","2111011","잠실나루역","40","852","2266","1028","120","0","0","0","0","0","108","320","3838","89","1172115970"
"2021","2","A","골목상권","2111012","석촌역 6번","759","5696","1542","97","17","2","386","2985","2402","730","215","48","588","49","228683972"
"2021","2","A","골목상권","2111013","송파나루역 1번(송리단길)","828","6445","1189","146","190","112","589","3460","2599","587","223","152","472","48","214144371"
"2021","2","A","골목상권","2111014","송파나루역 2번","571","4643","914","86","87","76","384","2442","1920","496","142","144","278","49","211887857"
"2021","2","A","골목상권","2111015","석촌역 3번","1038","7926","1527","354","446","3","675","4051","3411","877","241","33","968","48","222056967"
"2021","2","A","골목상권","2111016","송파역 2번","259","2528","1730","729","439","38","128","739","728","246","420","867","2336","59","313305767"
"2021","2","A","골목상권","2111017","송파나루역 3번","515","3835","755","119","414","21","250","1944","2002","395","36","6","511","50","221121256"
"2021","2","A","골목상권","2111018","풍납초등학교(풍납백제문화공원)","107","1125","1338","242","6","4","73","369","333","313","759","766","102","57","221824166"
"2021","2","A","골목상권","2111019","한성백제역 3번","745","5560","1436","166","70","92","357","2565","2979","869","263","174","117","53","226897798"
"2021","2","A","골목상권","2111020","방이동고분군(방산고등학교)","162","904","1963","946","386","113","25","377","591","163","11","25","3120","67","379050892"
"2021","2","A","골목상권","2111021","방이역 4번","654","4563","3184","1384","225","161","254","1987","2624","913","185","343","3211","58","275850330"
"2021","2","A","골목상권","2111022","석촌중학교(방이육교)","286","2430","2632","1083","333","348","178","920","732","251","337","916","3492","64","347346268"
"2021","2","A","골목상권","2111023","문정역 1번","299","2488","1646","37","4","1","244","1206","893","419","280","310","824","49","236838575"
"2021","2","A","골목상권","2111024","경찰병원역 4번(건너말공원)","299","2471","789","462","164","91","277","1357","858","194","296","484","511","51","222418497"
"2021","2","A","골목상권","2111025","경찰병원역 3번","326","3800","2089","317","206","99","297","1376","843","251","376","1350","2018","52","248545301"
"2021","2","A","골목상권","2111026","문정역 2번","387","3485","2866","141","10","0","253","1515","1127","602","734","352","1919","50","254238370"
"2021","2","A","골목상권","2111027","문정초등학교","466","3985","1761","546","397","84","363","1726","1520","657","451","427","1629","52","255671093"
"2021","2","A","골목상권","2111028","문현중학교(장지역 1번)","233","3182","2245","122","7","0","139","869","682","1181","341","264","2080","49","276936132"
"2021","2","A","골목상권","2111029","오금역 4번","159","2139","1184","85","50","30","71","522","424","282","252","1091","846","59","276574950"
"2021","2","A","골목상권","2111030","방이역 2번","152","1020","880","942","88","226","44","486","589","213","12","167","1645","65","335119945"
"2021","2","A","골목상권","2111031","장지동주민센터(한림연예예술고교)","395","3439","1958","273","126","109","222","1362","1242","626","804","474","1175","52","264682669"
"2021","2","A","골목상권","2111032","방이역 1번","218","1498","2233","1821","265","60","44","570","694","472","100","340","3657","73","463298222"
"2021","2","A","골목상권","2111033","문정동성당","231","1870","819","228","159","109","73","537","772","667","326","271","539","56","297149411"
"2021","2","A","골목상권","2111034","오동나무공원(송파레미니스1단지)","269","3151","1346","424","105","25","79","1141","1052","921","352","350","1156","58","265402255"
"2021","2","A","골목상권","2111035","오금공원(오주중학교)","312","3728","1347","185","59","23","91","1390","1210","897","565","454","735","54","226948391"
"2021","2","A","골목상권","2111036","투구봉어린이공원","177","2238","953","427","553","20","43","541","716","769","500","376","1246","60","288671935"
"2021","2","A","골목상권","2111037","Sh수협은행 오금동금융센터(아랫말어린이공원)","186","2729","828","237","10","22","81","849","832","761","351","290","662","54","239022320"
"2021","2","A","골목상권","2111038","보인중학교","306","3061","1299","297","58","3","115","1509","972","363","530","698","531","53","211512301"
"2021","2","A","골목상권","2111039","벌말어린이공원","383","4121","1223","290","57","3","161","1909","1448","709","401","439","627","52","208409888"
"2021","2","A","골목상권","2111040","거여초등학교","275","3283","1142","275","1","1","151","1491","990","656","396","439","579","52","207248147"
"2021","2","A","골목상권","2111041","거여역 8번","105","992","909","134","0","1","46","552","307","196","754","169","12","49","212704244"
"2021","2","A","골목상권","2111042","거여역 1번(거여공원)","387","3615","1964","172","3","2","125","1981","1289","896","994","417","54","51","200725680"
"2021","2","A","골목상권","2111043","마천공원","297","2874","761","16","2","1","122","1518","1198","502","62","199","53","50","190323070"
"2021","2","A","골목상권","2111044","남천초등학교","271","2470","914","31","6","1","26","886","1188","849","464","9","0","53","229147890"
"2021","2","A","골목상권","2111045","개미어린이공원","166","1531","637","248","300","0","3","547","766","481","362","189","368","62","308197090"
"2021","2","A","골목상권","2111046","마천역(마천초등학교)","429","2830","1355","182","15","4","9","447","1647","1264","779","240","0","59","280087399"
"2021","2","A","골목상권","2111047","마천1치안센터","287","2916","1134","359","10","3","3","236","1230","1473","779","677","24","61","307396318"
"2021","2","A","골목상권","2111048","천호역 1번(천호문구완구거리)","138","1314","356","273","97","10","31","576","611","188","228","273","143","50","219874518"
"2021","2","A","골목상권","2111049","천호지구대(천호동자전거거리)","261","2723","784","272","92","6","109","1467","1255","359","112","434","141","49","220890949"
"2021","2","A","골목상권","2111050","강동구청(강동구청역 2번)","149","1771","930","271","9","1","191","707","286","392","555","633","218","51","201610775"
"2021","2","A","골목상권","2111051","천호역 6번","283","3271","1572","318","9","1","250","1571","800","709","976","647","218","49","200748211"
"2021","2","A","골목상권","2111052","암사역 3번(천호동자전거거리)","319","4199","2707","239","19","3","381","1689","1011","801","1618","1010","657","50","220686846"
"2021","2","A","골목상권","2111053","성내천어린이공원(하니사랑길)","282","2230","2492","177","78","123","189","1227","1040","636","494","558","956","62","242319728"
"2021","2","A","골목상권","2111054","암사역 4번(삼성광나루아파트)","131","2522","1851","116","60","3","226","619","230","933","1761","585","198","53","206917941"
"2021","2","A","골목상권","2111055","선사초등학교","74","1226","1059","169","60","3","72","332","181","721","829","261","121","57","221163474"
"2021","2","A","골목상권","2111056","천호태영아파트","95","1844","1447","259","13","1","82","957","262","561","537","179","986","52","230610320"
"2021","2","A","골목상권","2111057","천호공원(해공체육문화센터)","278","3080","989","87","1","1","164","1709","1268","831","185","1","0","50","194831833"
"2021","2","A","골목상권","2111058","성내중학교","367","3544","1246","253","4","24","528","1791","924","607","553","461","207","50","182631572"
"2021","2","A","골목상권","2111059","강동역 4번(강풀만화거리)","626","7699","3826","795","33","24","1302","3812","1602","1737","1951","645","1328","50","192588026"
"2021","2","A","골목상권","2111060","암사역 2번(서울강동초등학교)","683","6771","2256","164","17","4","650","3843","2449","1105","669","171","325","48","185311411"
"2021","2","A","골목상권","2111061","암사역 1번","689","6733","2376","269","69","7","889","3941","1716","1360","1210","239","99","49","171905877"
"2021","2","A","골목상권","2111062","둔촌동역 3번(성내3동주민센터)","250","1823","1212","147","81","2","220","1079","767","610","262","129","198","58","203864881"
"2021","2","A","골목상권","2111063","강동구립 천호도서관","263","4537","2237","561","27","1","558","2096","1267","1330","688","222","1202","50","213596714"
"2021","2","A","골목상권","2111064","둔촌동역 4번","374","2959","1745","212","11","8","376","1671","1005","1008","510","204","161","54","194831951"
"2021","2","A","골목상권","2111065","천일초등학교","308","3146","1122","152","0","1","189","1849","1340","820","190","33","0","48","186663519"
"2021","2","A","골목상권","2111066","암사동성당(효정하나플러스아파트)","666","6021","1407","83","15","4","652","3928","1989","533","428","0","0","47","170718435"
"2021","2","A","골목상권","2111067","강동구립성내도서관","634","6782","2774","473","23","28","1634","3613","1816","1602","989","210","216","51","187497542"
"2021","2","A","골목상권","2111068","강동성심병원","139","3909","1507","430","20","0","1349","1305","715","1329","532","90","546","49","215237169"
"2021","2","A","골목상권","2111069","천호1동주민센터","599","5362","1622","137","16","0","361","3368","2203","1111","94","0","0","49","182568224"
"2021","2","A","골목상권","2111070","천호초등학교","502","4434","1473","60","17","0","386","2714","1745","816","323","0","0","48","181940501"
"2021","2","A","골목상권","2111071","천동초등학교","277","2581","1696","330","12","0","483","1576","1086","1251","191","32","0","55","185656411"
"2021","2","A","골목상권","2111072","굽은다리역 1번(십자성마을)","599","5115","2787","387","36","4","450","3517","2288","1761","277","36","0","52","188872122"
"2021","2","A","골목상권","2111073","둔촌동역 1번(한산중학교)","464","4908","2412","348","44","9","959","2417","1457","1302","942","515","129","52","193880009"
"2021","2","A","골목상권","2111074","명일역 1번","322","3044","2141","440","5","0","303","1626","880","292","603","377","1549","54","218739021"
"2021","2","A","골목상권","2111075","굽은다리역 2번","426","3815","2188","142","7","0","357","2304","1474","947","901","55","114","51","195373201"
"2021","2","A","골목상권","2111076","둔촌2동주민센터","301","2649","2521","211","25","21","329","1435","817","910","703","614","619","54","202631272"
"2021","2","A","골목상권","2111077","길동주민센터(강동도서관)","614","7012","5037","450","29","37","1749","3660","2169","2444","1380","563","600","53","192188582"
"2021","2","A","골목상권","2111078","굽은다리역 4번","440","4358","3797","400","227","22","678","2517","1606","2449","813","435","306","58","203957137"
"2021","2","A","골목상권","2111079","둔촌고등학교(둔촌중학교)","212","2371","2619","495","68","21","240","773","601","794","990","1355","821","59","245179564"
"2021","2","A","골목상권","2111080","굽은다리역 3번","184","2110","2852","532","179","0","154","609","659","1071","958","1045","1177","62","265742865"
"2021","2","A","골목상권","2111081","둔촌푸르지오아파트","115","1322","1677","404","10","18","119","467","307","646","691","528","673","61","250720916"
